@relation Malaria progression
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute class {1,2,3,4,5}
@data 
918.886,0.205844,0.0255864,0.14902,0.27451,35.3451,0.155705,0.00394945,0.14902,0.164706,63.3806,4464,0.794116,0.981315,0.731803,1,264.693,0.794644,97.1274,59.0308,82.4583,0.0732965,0.783141,0.833491,2.38433,0.717651,8.41907,8.61617,2.42814,2.96038,0.421814,0.936159,-0.368782,0.859483,0.283404,0.0540549,0.0607007,1.52245,0.665922,2.34666,0.620304,8.59813,7.57841,2.39197,3.17086,0.739736,1.18334,-0.233107,0.753986,0.227927,0.0352246,2
2357.13,0.31109,0.117223,0.145098,0.788235,55.9922,0.155534,0.00503014,0.145098,0.172549,70.8996,7577,0.926077,0.958265,0.593437,1,412.191,0.557706,165.395,62.4093,15.3045,0.151986,0.219984,0.947767,2.10581,0.896052,5.28315,8.20325,2.10487,2.25785,0.175921,0.530723,-0.628445,0.934719,0.127816,0.29837,0.121179,0.391129,0.906642,2.09752,0.835804,5.35108,7.98784,2.209,2.46221,0.276311,0.709755,-0.507232,0.901382,0.575444,0.279872,2
1002.33,0.239906,0.0820473,0.145098,0.701961,39.1412,0.155322,0.00445623,0.145098,0.168627,51.4267,4178,0.911994,0.964451,0.575958,1,294.25,0.602281,116.722,47.8799,-71.8516,0.233467,0.537497,0.813722,1.44285,0.83988,3.94225,5.2334,1.72852,2.02117,0.411395,0.772764,-0.41592,0.808717,0.806108,0.185103,0.187403,1.09878,0.628486,1.48541,0.761813,4.0537,4.81542,1.80123,2.23895,0.769924,1.02136,-0.272035,0.711553,2.47399,1.92217,2
2283.41,0.340503,0.101571,0.145098,0.552941,43.7529,0.154604,0.00500376,0.145098,0.172549,68.861,6706,0.77718,0.985018,0.751373,1,324.836,0.793737,117.439,73.9021,7.53319,0.0779912,0.509952,0.931919,3.74474,0.803163,8.90495,14.4708,2.51538,2.91073,0.339339,0.80077,-0.499167,0.925068,0.189862,0.150674,0.0612351,1.07123,0.851946,3.593,0.714266,9.04311,13.3969,2.53968,3.18556,0.643536,1.05851,-0.349213,0.860524,0.572998,0.363564,2
1297.03,0.257807,0.0485613,0.145098,0.360784,37.9216,0.155416,0.00465778,0.145098,0.164706,56.9104,5031,0.831384,0.985504,0.67621,1,284.593,0.775121,107.584,59.784,-53.2961,0.0741649,0.759259,0.860398,2.70956,0.722896,9.73527,10.1176,2.49871,2.95331,0.413064,0.92574,-0.416299,0.887944,0.210552,0.109983,0.0587044,1.45096,0.721959,2.5991,0.621974,9.90981,8.98574,2.468,3.1736,0.691074,1.1554,-0.270947,0.794006,0.48597,0.437496,2
1123.79,0.301932,0.082881,0.145098,0.490196,31.8902,0.156324,0.00525238,0.145098,0.172549,48.5266,3722,0.779261,0.982577,0.694662,1,242.936,0.786021,87.538,54.86,85.1171,0.066356,0.939826,0.857043,3.26098,0.668924,8.79738,12.2052,2.51195,3.05119,0.437952,0.962239,-0.408824,0.889878,0.358615,0.203448,0.0547926,1.93393,0.696819,3.09919,0.537133,9.0335,10.8031,2.4909,3.25188,0.747073,1.20566,-0.287074,0.815898,0.873109,0.0792201,2
2018.6,0.285758,0.0747988,0.145098,0.443137,48.3412,0.15494,0.00473799,0.145098,0.168627,62.7066,7064,0.84763,0.946409,0.674561,1,358.392,0.687265,131.44,69.7406,25.3782,0.0686922,0.432341,0.943292,3.8026,0.80594,8.87515,14.8145,2.60892,2.93745,0.275929,0.736197,-0.53559,0.939895,0.08376,0.282928,0.0537483,0.799515,0.891892,3.64966,0.714173,9.02423,13.9782,2.63176,3.17991,0.427866,0.939412,-0.407637,0.896642,0.578486,0.314225,2
2586.87,0.32183,0.084885,0.145098,0.482353,48.1569,0.156353,0.0052145,0.145098,0.172549,69.6688,8038,0.829222,0.985291,0.633512,1,366.818,0.746605,136.897,76.5144,55.7095,0.0649672,0.591448,0.918653,3.66284,0.760435,9.71334,13.9427,2.60849,2.99931,0.343595,0.838565,-0.494805,0.927991,0.18018,0.0966079,0.0488645,1.18729,0.830024,3.55734,0.653922,9.89175,12.7614,2.61122,3.25318,0.587901,1.08408,-0.352635,0.867435,0.331161,0.269189,2
1281.99,0.294643,0.0874284,0.145098,0.54902,36.0549,0.156082,0.00544151,0.145098,0.172549,53.7584,4351,0.797411,0.964531,0.719411,1,267.037,0.761046,96.5016,58.2326,-69.9972,0.0932957,0.650997,0.880668,2.72066,0.739774,7.31012,10.2592,2.4135,2.88626,0.357005,0.863414,-0.415202,0.883042,0.577493,0.0922397,0.0769433,1.3403,0.751068,2.6874,0.631319,7.47973,9.428,2.38512,3.10575,0.638309,1.12794,-0.281737,0.799566,0.867781,0.607807,2
2390.71,0.319656,0.0728683,0.145098,0.439216,45.3255,0.156295,0.00571565,0.145098,0.176471,69.3109,7479,0.750729,0.98994,0.747975,1,333.907,0.837926,120.459,79.5765,-45.3803,0.0844412,0.666109,0.903383,3.45472,0.758082,10.8509,13.1221,2.50411,2.91271,0.401693,0.889352,-0.471847,0.913519,0.160333,0.0570653,0.0680695,1.33811,0.794733,3.26418,0.669583,11.0261,11.6996,2.50581,3.12917,0.740784,1.14165,-0.333189,0.844887,0.552578,0.48262,2
1160.67,0.248218,0.0510549,0.145098,0.360784,38.7255,0.155524,0.00416678,0.145098,0.164706,62.2546,4676,0.871206,0.982353,0.707199,1,286.693,0.709945,110.68,54.3347,10.9164,0.0682682,0.492226,0.924947,3.29166,0.786673,8.91781,12.6227,2.58003,2.95694,0.300747,0.776416,-0.490878,0.924191,0.250159,0.28958,0.0534438,0.890333,0.859872,3.20397,0.695785,9.05267,11.8123,2.57825,3.18525,0.461257,0.973657,-0.364607,0.871132,0.38568,0.253472,2
997.09,0.192451,0.0266222,0.12549,0.25098,36.7216,0.156262,0.00423178,0.14902,0.168627,69.7859,5181,0.624894,0.987798,0.781448,1,271.037,0.879769,92.0207,71.8415,35.6767,0.0631983,0.621589,0.892007,2.87478,0.751061,9.96422,10.89,2.54177,3.01686,0.352751,0.853893,-0.415744,0.891508,0.0983232,0.0536497,0.0483085,1.12586,0.807804,2.92602,0.658897,10.0213,10.5898,2.53385,3.27738,0.554324,1.06473,-0.282979,0.812829,0.362007,0.347366,2
1972.67,0.313222,0.112989,0.137255,0.627451,43.2118,0.153779,0.00427785,0.145098,0.168627,58.3499,6298,0.713457,0.942673,0.676477,1,328.635,0.728362,109.365,76.6323,-35.5713,0.0977263,0.367388,0.943031,3.22903,0.836872,7.00532,12.5301,2.40783,2.6794,0.256424,0.690408,-0.550533,0.932462,0.123593,0.504554,0.0748607,0.71296,0.887219,3.16457,0.753249,7.1485,11.9302,2.46116,2.9465,0.431976,0.916908,-0.409015,0.883329,0.864838,2.70048,2
1715.3,0.293415,0.08859,0.145098,0.498039,43.9882,0.155435,0.00481716,0.145098,0.164706,65.7309,5846,0.872708,0.979886,0.688818,1,323.179,0.699036,125.761,61.4021,78.2899,0.0545206,0.668432,0.911627,3.78423,0.738744,8.14333,14.4591,2.61125,3.10421,0.369406,0.875968,-0.452719,0.915128,0.120008,0.085226,0.041404,1.40986,0.810223,3.7252,0.63407,8.34697,13.4478,2.59433,3.39132,0.696225,1.15719,-0.30941,0.843326,0.228259,0.44919,2
3107.33,0.439572,0.179782,0.141176,0.729412,44.1765,0.155551,0.0051876,0.141176,0.172549,56.4161,7069,0.788502,0.986877,0.712601,1,334.534,0.789032,121.832,74.9308,-17.5349,0.0700792,0.358084,0.96834,5.65564,0.827636,9.38913,22.2626,2.62444,2.88219,0.237707,0.670381,-0.60355,0.957709,0.115427,0.595077,0.054363,0.701049,0.93645,5.52975,0.731334,9.54663,21.3603,2.66907,3.13255,0.382256,0.892675,-0.481691,0.928998,0.14222,0.228199,2
1881.78,0.305484,0.0978594,0.145098,0.556863,41.8275,0.156073,0.00473419,0.145098,0.168627,51.6982,6160,0.837167,0.987496,0.623545,1,321.019,0.746495,121.223,66.3027,30.5861,0.0746631,0.339895,0.952052,3.54174,0.832903,7.48329,13.8377,2.55996,2.80271,0.227574,0.65023,-0.576346,0.946915,0.186629,0.327475,0.0564808,0.626422,0.90955,3.42682,0.738863,7.63395,13.214,2.59123,3.04742,0.335218,0.840633,-0.450214,0.91129,0.26012,0.698969,2
789.647,0.201956,0.0286157,0.145098,0.258824,39.2039,0.154956,0.00457651,0.145098,0.168627,53.797,3910,0.918266,0.962106,0.607143,1,292.35,0.57097,113.906,45.1028,20.3241,0.0645846,0.6369,0.916443,3.75014,0.754599,9.30464,14.5819,2.58823,3.04368,0.371519,0.864202,-0.450602,0.911389,0.0828112,0.163775,0.0531354,1.11477,0.85147,3.62746,0.668651,9.44165,13.8307,2.58773,3.25556,0.571595,1.05548,-0.337619,0.857204,0.279569,0.214462,2
1908.86,0.328208,0.101436,0.145098,0.486275,38.902,0.153763,0.00427805,0.145098,0.168627,48.9885,5816,0.79842,0.985429,0.619184,1,308.09,0.765003,112.63,67.8146,-42.8226,0.0597095,0.653596,0.936465,5.12177,0.734785,10.0042,19.917,2.6348,3.08218,0.350042,0.858528,-0.490197,0.930005,0.194305,0.136223,0.0473787,1.46456,0.850572,4.79109,0.614906,10.2422,18.1039,2.6316,3.33588,0.67971,1.15891,-0.354805,0.873531,0.491302,0.251751,2
1552.36,0.278101,0.0698291,0.145098,0.415686,43.3059,0.156339,0.00479164,0.145098,0.168627,60.5159,5582,0.881466,0.98292,0.692212,1,318.836,0.685719,124.157,58.6327,76.7331,0.0468668,0.874952,0.885545,3.84326,0.681185,9.31858,14.4114,2.64874,3.20851,0.416374,0.947804,-0.41214,0.900718,0.197419,0.115935,0.0358062,1.88388,0.745664,3.76312,0.548709,9.55857,12.9194,2.6145,3.48857,0.749778,1.21969,-0.261268,0.80645,0.378479,0.14795,2
2936.82,0.485105,0.248905,0.141176,0.984314,44.9529,0.15773,0.00654499,0.141176,0.172549,40.3315,6054,0.676,0.908736,0.56495,1,345.889,0.632223,107.962,79.5572,-27.3083,0.0629958,0.450984,0.957481,5.30327,0.780359,7.86209,20.7621,2.6225,2.9465,0.256297,0.711784,-0.552488,0.945792,0.468333,0.52069,0.0453218,0.957212,0.907841,5.17145,0.647698,8.06933,19.8129,2.64526,3.24665,0.399644,0.939995,-0.413089,0.903149,1.40806,0.937934,2
2704.93,0.383352,0.149089,0.145098,0.992157,48.6784,0.157027,0.00783188,0.145098,0.176471,61.5067,7056,0.85725,0.983963,0.720147,1,353.907,0.703947,134.755,69.3854,86.8401,0.10506,0.444679,0.885461,1.94117,0.804215,5.79347,7.31998,2.2682,2.57999,0.284341,0.745451,-0.456071,0.884429,0.362594,0.260138,0.0804246,0.851311,0.776594,1.92684,0.698918,5.92872,6.76615,2.27921,2.83031,0.43731,0.94779,-0.302765,0.798004,0.976053,1.17843,2
4118.55,0.37987,0.16796,0.145098,0.956863,57.7412,0.157763,0.00645432,0.145098,0.176471,75.4667,10842,0.769036,0.95879,0.679323,1,428.96,0.736991,150.012,95.8883,12.3675,0.124495,0.311555,0.941958,2.68389,0.856091,5.79553,10.424,2.28146,2.51325,0.226423,0.637571,-0.569961,0.930119,0.102199,0.443138,0.0954466,0.593729,0.888793,2.67386,0.77408,5.87011,10.0839,2.35533,2.77131,0.36764,0.849136,-0.427675,0.88237,1.50792,0.378139,2
3123.46,0.422432,0.182924,0.145098,0.988235,46.9098,0.156366,0.00556993,0.145098,0.176471,50.7852,7394,0.848375,0.982461,0.654163,1,353.848,0.737913,134.473,71.1895,65.035,0.0830442,0.436742,0.923054,2.83796,0.793781,6.55712,10.9151,2.43654,2.76119,0.26328,0.722896,-0.491758,0.91367,0.630181,0.270413,0.062425,0.893475,0.83896,2.75566,0.678074,6.71061,10.2006,2.43137,3.04873,0.423625,0.956353,-0.333347,0.839775,0.734253,1.02511,2
4073.85,0.522557,0.213521,0.141176,0.996078,48.3098,0.158393,0.00788357,0.141176,0.184314,47.0077,7796,0.795836,0.98174,0.6618,1,358.434,0.758306,129.267,78.2727,32.5253,0.079961,0.368792,0.950868,3.75377,0.829344,8.38743,14.6434,2.54956,2.81908,0.249151,0.687169,-0.574728,0.94713,0.201451,0.591486,0.0609373,0.718754,0.901101,3.64637,0.737823,8.53326,13.8151,2.60201,3.07883,0.408779,0.910235,-0.439735,0.907576,0.295891,1.48178,2
2848.96,0.446685,0.208263,0.141176,0.992157,43.2,0.155396,0.00403388,0.141176,0.168627,51.1887,6378,0.818234,0.979724,0.651814,1,326.049,0.749323,120.331,69.1766,51.7245,0.0762787,0.500906,0.932829,3.72859,0.793838,7.04004,14.4135,2.52705,2.90344,0.318502,0.786646,-0.501428,0.925595,0.163442,0.112363,0.0522433,1.07556,0.852031,3.63151,0.678912,7.2144,13.462,2.57456,3.2275,0.567753,1.04709,-0.342958,0.858564,1.45135,1.37574,2
3917.07,0.550305,0.229242,0.141176,0.996078,45.3216,0.157367,0.00808617,0.141176,0.188235,34.2835,7118,0.850385,0.985736,0.604655,1,347.647,0.735862,132.536,69.7351,44.2998,0.0635628,0.573848,0.932094,4.224,0.753188,9.01826,16.3275,2.59512,2.99776,0.316804,0.812579,-0.496404,0.928361,0.445649,0.386097,0.048283,1.2484,0.845143,4.00803,0.627517,9.22224,14.8729,2.60381,3.27704,0.561375,1.08635,-0.34793,0.86521,3.00013,0.66839,2
3427.18,0.431961,0.148187,0.145098,0.996078,47.3765,0.160598,0.00858605,0.145098,0.180392,63.3383,7934,0.755739,0.991626,0.738047,1,345.948,0.828271,124.627,81.6148,72.8122,0.144326,0.390079,0.893405,1.82851,0.820675,6.63532,6.92878,2.16775,2.45919,0.257664,0.703841,-0.483332,0.88964,0.205428,0.0794982,0.117478,0.741931,0.792466,1.79232,0.731606,6.74795,6.40789,2.18304,2.67014,0.415914,0.919769,-0.333165,0.810119,1.3663,0.740987,2
3050.41,0.430788,0.175184,0.141176,0.992157,46.0941,0.157318,0.00583315,0.141176,0.176471,54.2499,7081,0.834186,0.982926,0.667138,1,343.12,0.751424,128.947,71.1123,66.5998,0.0888175,0.520923,0.898398,2.56354,0.780104,6.70052,9.73325,2.41383,2.7971,0.31543,0.795936,-0.457212,0.899697,0.981478,0.473942,0.0690847,1.09968,0.777885,2.45963,0.66473,6.86169,8.80099,2.39915,3.07751,0.550368,1.04585,-0.293581,0.808429,2.5204,1.42062,2
5286.61,0.557307,0.237544,0.145098,0.968627,55.1412,0.157546,0.00618585,0.145098,0.180392,47.4252,9486,0.861004,0.987713,0.690997,1,405.505,0.721377,155.594,79.1349,-74.4688,0.0577229,0.599024,0.938381,4.85996,0.740408,9.40674,18.8437,2.62659,3.04601,0.315478,0.815382,-0.523002,0.940398,0.814265,0.147031,0.0434076,1.36373,0.852014,4.57054,0.603698,9.64741,17.0621,2.65568,3.30717,0.575557,1.10181,-0.389558,0.893417,0.866908,0.272517,2
3306.11,0.445028,0.201309,0.141176,0.992157,55.1176,0.158384,0.00791802,0.141176,0.180392,46.1107,7429,0.940319,0.980079,0.462434,1,415.931,0.537046,169.859,57.802,58.2437,0.0588552,0.625251,0.908952,3.43363,0.730072,7.03472,13.1093,2.54961,3.01596,0.318237,0.82212,-0.435955,0.902147,0.488593,0.208758,0.0417465,1.37224,0.795095,3.37854,0.593488,7.23691,12.0175,2.5288,3.33403,0.550996,1.09158,-0.273894,0.808229,0.391236,0.77128,2
2803.46,0.39681,0.143699,0.141176,0.992157,49.4157,0.159405,0.00878498,0.141176,0.180392,56.941,7065,0.819455,0.96411,0.750239,1,351.421,0.714821,128.386,73.5835,-1.80841,0.156116,0.347476,0.902265,1.77785,0.85365,5.92612,6.76309,2.14095,2.38637,0.256376,0.666712,-0.524033,0.903506,0.36871,0.606179,0.12824,0.641896,0.817081,1.76314,0.781061,5.99626,6.37573,2.19616,2.60604,0.419921,0.859536,-0.382288,0.841812,0.455518,1.58804,2
5880.47,0.590587,0.230637,0.145098,0.976471,53.7373,0.158051,0.00766705,0.145098,0.180392,43.1314,9957,0.789247,0.980695,0.652918,1,402.96,0.766762,145.712,89.4782,-47.6154,0.0660786,0.608414,0.932274,4.4953,0.76319,9.89978,17.3584,2.60347,2.99627,0.362314,0.855103,-0.509144,0.933195,0.269309,0.247123,0.0500279,1.33458,0.842776,4.23674,0.649671,10.0929,15.6421,2.63056,3.26413,0.686637,1.13738,-0.366781,0.877081,1.63484,0.584208,2
4884.09,0.496149,0.238689,0.141176,0.984314,53.5451,0.154755,0.00511097,0.141176,0.168627,53.8816,9844,0.807057,0.98657,0.73589,1,398.191,0.776283,147.282,86.966,-8.19516,0.0797834,0.322817,0.967284,4.93354,0.84674,7.94547,19.4114,2.57302,2.8141,0.22719,0.645415,-0.605589,0.955623,0.121818,0.757519,0.0590862,0.598382,0.938408,4.85979,0.759966,8.05856,18.8322,2.63589,3.08659,0.348595,0.840438,-0.475604,0.92428,0.71935,0.635131,2
2279.07,0.322769,0.106755,0.145098,0.976471,52.7804,0.160427,0.00811134,0.145098,0.176471,75.5268,7061,0.92803,0.981785,0.702587,1,372.492,0.636081,155.512,57.9291,-13.0285,0.197224,0.259767,0.882038,1.10106,0.886035,4.53819,4.14446,1.82811,2.01027,0.205368,0.574236,-0.533248,0.876446,0.223073,0.2021,0.162971,0.460006,0.78904,1.09027,0.82945,4.58876,3.90106,1.90692,2.20224,0.330123,0.74702,-0.391428,0.810926,1.60313,3.05013,2
3311.8,0.338768,0.139067,0.14902,0.992157,58.9255,0.160999,0.00674226,0.14902,0.176471,72.776,9776,0.924917,0.988673,0.560872,1,437.245,0.639643,182.1,69.2287,-62.0003,0.163733,0.350183,0.90086,1.76601,0.848319,4.80459,6.71424,2.04517,2.29845,0.253359,0.67448,-0.50212,0.886472,0.654423,0.337165,0.126289,0.681793,0.806285,1.7559,0.763396,4.90444,6.35714,2.11003,2.55731,0.424078,0.893087,-0.340859,0.806607,3.28393,3.43955,2
2323.03,0.343035,0.114431,0.141176,0.980392,52.6118,0.162382,0.00946157,0.141176,0.188235,58.8223,6772,0.936223,0.98674,0.586219,1,377.019,0.595523,157.581,55.3753,-22.2287,0.202405,0.268949,0.885616,1.17564,0.879095,4.95996,4.4336,1.8827,2.07183,0.208269,0.590282,-0.522192,0.876775,0.163124,0.536788,0.166985,0.499374,0.783885,1.15535,0.81136,5.02534,4.12201,1.95255,2.28063,0.34147,0.780105,-0.360617,0.795833,1.00951,0.833459,2
3403.34,0.444765,0.156867,0.145098,0.996078,49.9137,0.162058,0.0101917,0.145098,0.188235,47.5473,7652,0.875867,0.98812,0.628088,1,364.333,0.720455,143.213,69.1076,60.8313,0.125902,0.413418,0.895586,1.974,0.799242,6.86968,7.50499,2.24963,2.54958,0.250606,0.699098,-0.479504,0.894365,0.308796,0.141126,0.103996,0.803201,0.7903,1.89808,0.695298,7.00672,6.85561,2.24284,2.78803,0.391418,0.917944,-0.321324,0.810287,1.21833,0.404817,2
3213.72,0.418453,0.173056,0.141176,1,55.2118,0.158654,0.00700232,0.141176,0.176471,57.5434,7680,0.865311,0.890538,0.608317,1,403.505,0.589826,142.376,71.3636,56.6335,0.109105,0.415634,0.91498,2.44387,0.814644,6.45279,9.36173,2.30432,2.62188,0.272599,0.726655,-0.49835,0.908034,0.269026,0.113536,0.0854589,0.846561,0.822098,2.38366,0.714686,6.60403,8.67047,2.34567,2.88898,0.466345,0.965733,-0.342492,0.834858,0.649122,0.326679,2
4248.44,0.445843,0.156504,0.145098,0.968627,51.0314,0.156059,0.00570225,0.145098,0.168627,58.1606,9529,0.78743,0.989717,0.650888,1,390.375,0.781757,142.338,87.7376,-46.5535,0.111876,0.355124,0.917339,2.14806,0.832653,7.06624,8.23713,2.30599,2.55906,0.240813,0.673411,-0.523092,0.914764,0.382884,0.111671,0.0864239,0.656352,0.84035,2.0279,0.737213,7.19161,7.56066,2.35331,2.78083,0.356737,0.865302,-0.384006,0.85639,0.935024,2.99549,2
1446.42,0.427808,0.189792,0.133333,0.941176,28.8706,0.157763,0.00878988,0.133333,0.180392,37.9877,3381,0.371264,0.987442,0.776884,1,214.894,0.911532,68.1271,63.2579,21.5075,0.0659175,0.576983,0.915451,3.41211,0.759298,7.1941,13.0714,2.53368,2.96381,0.329642,0.824795,-0.449445,0.905874,0.353233,0.31577,0.0482776,1.22168,0.817814,3.37093,0.647731,7.36729,12.188,2.53043,3.26268,0.596427,1.09807,-0.29801,0.825428,2.28774,3.39103,1
1187.73,0.512396,0.238658,0.141176,0.964706,23.9255,0.158447,0.00684017,0.141176,0.176471,27.9347,2318,0.395188,0.987223,0.780471,1,177.095,0.91837,56.7307,52.1128,-44.3932,0.0442008,0.941095,0.903788,4.88941,0.664147,8.71568,18.6219,2.6771,3.25871,0.427572,0.961276,-0.416421,0.905445,0.46291,0.788503,0.0323238,2.2124,0.765622,4.71581,0.514824,9.00439,16.6665,2.68334,3.55722,0.826494,1.27747,-0.270064,0.818947,1.48868,9.74878,1
1519.29,0.438973,0.168437,0.145098,0.984314,30.0863,0.159187,0.00906985,0.145098,0.196078,39.065,3461,0.552772,0.984077,0.759658,1,220.894,0.883321,72.9035,60.7529,43.5413,0.0751533,0.676786,0.85907,2.39437,0.768669,6.9583,8.92742,2.41985,2.89516,0.429081,0.886112,-0.402359,0.876029,0.3722,0.456528,0.0580839,1.33973,0.714528,2.3309,0.675383,7.10706,8.04511,2.4132,3.13893,0.766992,1.12219,-0.261359,0.781776,2.47919,1.66651,1
2322.84,0.534971,0.21846,0.137255,0.988235,33.0863,0.159069,0.00827273,0.137255,0.180392,34.3521,4342,0.517135,0.982131,0.736806,1,248.593,0.875861,80.5067,68.906,83.1797,0.0657433,0.803078,0.896075,3.87709,0.726289,8.89494,14.6506,2.55412,3.07136,0.454941,0.951262,-0.414868,0.894273,1.29651,0.55567,0.0511693,1.74873,0.763265,3.6774,0.613478,9.11889,13.0243,2.54438,3.33156,0.883846,1.23941,-0.267185,0.801354,3.69397,0.539841,1
2569.25,0.510379,0.229516,0.141176,1,35.5569,0.158031,0.00676729,0.141176,0.176471,43.3663,5034,0.580674,0.989971,0.780465,1,263.522,0.904066,88.8483,72.3346,-64.8815,0.0704513,0.64196,0.924452,4.24868,0.749874,8.20729,16.3528,2.53362,2.97523,0.367521,0.868969,-0.457601,0.910428,0.343578,0.435497,0.0525077,1.45308,0.821224,4.04355,0.621631,8.42832,14.8013,2.53659,3.2736,0.692203,1.1564,-0.301631,0.829111,0.721776,1.43619,1
1740.42,0.430798,0.204943,0.141176,0.984314,32.0863,0.158843,0.00919271,0.141176,0.188235,43.9689,4040,0.299008,0.989469,0.790297,1,235.137,0.910464,73.4555,70.0949,31.2152,0.0828731,0.503789,0.932195,3.7179,0.784479,6.74628,14.3561,2.48317,2.86277,0.307392,0.786211,-0.490095,0.918801,0.408239,0.0956378,0.0636644,1.05427,0.858175,3.72545,0.678345,6.88494,13.8125,2.51335,3.12614,0.547608,1.04854,-0.359361,0.863866,1.15711,0.978183,1
2506.31,0.480596,0.206197,0.141176,0.996078,38.4392,0.158186,0.00773022,0.141176,0.180392,43.9775,5215,0.662024,0.977324,0.77743,1,279.037,0.83567,94.4185,70.765,55.6629,0.0749503,0.511821,0.926035,3.46591,0.777309,7.66478,13.3273,2.54138,2.91443,0.303469,0.785588,-0.492304,0.922494,0.974716,0.552285,0.0554865,1.08084,0.839986,3.38271,0.664901,7.83099,12.4282,2.5584,3.19482,0.535251,1.04779,-0.342749,0.856362,0.56777,1.04469,1
1995.42,0.472737,0.199197,0.145098,0.988235,35.349,0.15923,0.00674154,0.145098,0.176471,38.6278,4221,0.796638,0.982542,0.707865,1,257.622,0.793036,94.6135,57.1897,-60.3405,0.0594514,0.617097,0.904419,3.22814,0.737886,7.61052,12.2954,2.55062,3.01443,0.325813,0.829401,-0.43648,0.902326,0.833493,0.547305,0.043122,1.33033,0.786424,3.09755,0.603864,7.82266,11.1263,2.53042,3.3003,0.552501,1.0885,-0.28342,0.814736,3.0147,1.30002,1
2238.01,0.367851,0.165862,0.145098,0.886275,39.8588,0.155093,0.00496069,0.145098,0.168627,58.0567,6084,0.686616,0.986381,0.754464,1,298.007,0.855137,103.409,75.1807,58.8473,0.101916,0.418565,0.933807,3.16171,0.816598,6.05728,12.2283,2.37296,2.68148,0.277616,0.73104,-0.511434,0.917383,0.400213,0.160678,0.0749459,0.894934,0.856913,3.12921,0.708769,6.19319,11.6139,2.41845,2.97268,0.492345,0.986022,-0.352148,0.84817,0.460346,0.201315,1
2303.58,0.399373,0.219097,0.145098,0.905882,38.3216,0.152676,0.00328897,0.145098,0.164706,52.0339,5768,0.540429,0.969249,0.71777,1,295.321,0.825488,93.7931,78.9165,-1.04063,0.117384,0.431365,0.957834,5.11507,0.821478,6.63781,20.0289,2.4212,2.72084,0.294886,0.744162,-0.569972,0.941115,0.146142,0.201972,0.089518,0.932437,0.90862,5.102,0.716167,6.77977,19.4756,2.48376,3.00189,0.538247,0.995969,-0.441631,0.9042,0.961562,1.68207,1
2865.02,0.429795,0.229642,0.145098,0.890196,55.8157,0.154614,0.00534313,0.145098,0.176471,42.6576,6666,0.711903,0.826842,0.589912,1,416.919,0.479613,116.675,81.9383,-39.78,0.0967448,0.431264,0.963199,5.86119,0.819148,7.49335,23.0064,2.50014,2.82023,0.291913,0.743651,-0.56268,0.943477,0.390522,0.695206,0.0721242,0.927655,0.920226,5.827,0.724179,7.69023,22.3279,2.56669,3.12913,0.550326,1.01012,-0.421771,0.90147,1.26379,0.657945,1
806.776,0.265562,0.124307,0.145098,0.85098,28.0784,0.154277,0.00408997,0.145098,0.164706,44.9437,3038,0.795916,0.98349,0.695831,1,215.137,0.81722,80.0244,48.4473,30.8083,0.267823,0.375393,0.907801,2.03578,0.873121,3.96994,7.76771,1.6978,1.89855,0.300301,0.659098,-0.531165,0.86411,0.196184,0.161195,0.221272,0.86516,0.791974,2.07945,0.806502,4.05394,7.45263,1.78684,2.12845,0.650275,0.908764,-0.377408,0.792763,0.525117,0.79272,1
1351.91,0.338147,0.129737,0.145098,0.596078,31.6275,0.153531,0.00351114,0.145098,0.164706,49.2922,3998,0.687945,0.98376,0.764582,1,239.966,0.865253,83.8005,60.8193,75.8037,0.0558114,0.761536,0.923282,4.9597,0.701814,8.29101,19.0914,2.61256,3.11824,0.372286,0.895099,-0.447364,0.91337,0.0240525,0.234756,0.0393927,1.77198,0.814442,4.71276,0.547725,8.5607,17.3158,2.62958,3.41618,0.671324,1.18605,-0.304622,0.841184,1.75002,0.245383,1
